,artist,artist_name,album_release_year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_name
7082,Ray Anthony,Ray Anthony,2013,0.221,0.231,3,-13.978,1,0.0416,0.986,0.335,0.115,0.0673,170.783,Leave It to Love
7083,Ray Anthony,Ray Anthony,2013,0.475,0.623,10,-11.374,1,0.109,0.834,0.866,0.0728,0.403,172.523,Mr. Anthony's Mambo
7084,Ray Anthony,Ray Anthony,2013,0.256,0.214,5,-12.447,0,0.0326,0.982,0.94,0.143,0.287,86.207,Medley: Londonderry Air Tirra a Sorento Adios
7085,Ray Anthony,Ray Anthony,2013,0.534,0.389,7,-10.128,0,0.0487,0.819,0.511,0.0998,0.921,174.127,Midnight Alley
7086,Ray Anthony,Ray Anthony,2013,0.482,0.17,8,-13.328,1,0.0356,0.962,0.035,0.367,0.545,128.696,(Where Are You) Now That I Need You?
7087,Ray Anthony,Ray Anthony,2013,0.539,0.709,2,-10.702,0,0.0694,0.839,0.674,0.263,0.484,105.593,House Party Hop
7088,Ray Anthony,Ray Anthony,2013,0.344,0.213,8,-13.405,1,0.0323,0.979,0.459,0.184,0.181,78.924,My Street
7089,Ray Anthony,Ray Anthony,2013,0.65,0.496,5,-10.004,1,0.0269,0.791,0.174,0.202,0.886,99.386,The Fox
7090,Ray Anthony,Ray Anthony,2013,0.614,0.223,0,-12.669,1,0.0409,0.958,3E-05,0.37,0.764,125.428,"Little Peach from East Orange, New Jersey"
7091,Ray Anthony,Ray Anthony,2013,0.666,0.154,10,-12.747,1,0.0377,0.917,0.781,0.35,0.43,132.858,Lackawanna Local
7092,Ray Anthony,Ray Anthony,2013,0.456,0.459,5,-11.54,1,0.0381,0.834,0.81,0.169,0.83,140.155,Carioca
7093,Ray Anthony,Ray Anthony,2013,0.326,0.143,2,-15.867,0,0.0405,0.978,0.04,0.351,0.208,85.18,Nice to Know You
7094,Ray Anthony,Ray Anthony,2013,0.384,0.399,4,-12.243,0,0.0662,0.911,0.754,0.0589,0.316,124.496,Slaughter on Tenth Avenue
7095,Ray Anthony,Ray Anthony,2013,0.423,0.463,1,-10.278,1,0.0446,0.769,0.91,0.75,0.92,178.385,Trumpet Boogie
7096,Ray Anthony,Ray Anthony,2013,0.654,0.155,0,-13.373,1,0.0336,0.865,9.6E-05,0.294,0.648,113.97,The Man in the Moon
7097,Ray Anthony,Ray Anthony,2013,0.347,0.159,8,-14.101,1,0.0305,0.944,0.473,0.0754,0.243,81.905,Stars Fell on Alabama / Moon over Miami / Darkness on the Delta
7098,Ray Anthony,Ray Anthony,2013,0.565,0.907,10,-8.029,1,0.076,0.857,0.953,0.124,0.701,128.675,Mr. Anthony's Raspa
7099,Ray Anthony,Ray Anthony,2013,0.599,0.622,8,-9.232,1,0.0738,0.573,0.0307,0.193,0.939,147.345,Heat Ray
7100,Ray Anthony,Ray Anthony,2013,0.621,0.482,5,-11.224,1,0.0522,0.906,0.563,0.0533,0.673,60.819,Mr. Ghost Goes to Town
7101,Ray Anthony,Ray Anthony,2013,0.509,0.631,10,-12.187,1,0.0438,0.891,0.951,0.241,0.815,136.185,Wedding Samba
7102,Ray Anthony,Ray Anthony,2013,0.582,0.144,1,-14.794,1,0.0395,0.926,0.0582,0.135,0.57,117.926,Cook's Tour
7103,Ray Anthony,Ray Anthony,2013,0.618,0.148,10,-13.715,1,0.0594,0.946,0.000352,0.485,0.564,142.932,Stay with the Happy People
7104,Ray Anthony,Ray Anthony,2013,0.579,0.343,5,-13.353,1,0.0516,0.721,3.6E-06,0.115,0.701,130.698,Saddle Shoe Shuffle
7105,Ray Anthony,Ray Anthony,2013,0.409,0.37,7,-12.965,0,0.38,0.789,0,0.65,0.806,208.936,The Gismo
7106,Ray Anthony,Ray Anthony,2013,0.327,0.213,3,-15.582,1,0.0307,0.984,0.899,0.703,0.154,78.136,Man with a Horn
7107,Ray Anthony,Ray Anthony,2013,0.611,0.621,7,-9.051,0,0.0305,0.634,0.657,0.305,0.895,118.766,Peter Gunn Theme
7108,Ray Anthony,Ray Anthony,2013,0.587,0.728,0,-9.666,0,0.139,0.775,0.79,0.129,0.324,96.964,Dragnet
7109,Ray Anthony,Ray Anthony,2013,0.369,0.248,9,-8.088,0,0.0301,0.91,0.0059,0.0834,0.332,82.037,Count Every Star
7110,Ray Anthony,Ray Anthony,2013,0.377,0.31,3,-9.709,1,0.0309,0.787,0.93,0.24,0.487,83.548,The Man With the Horn
7111,Ray Anthony,Ray Anthony,2013,0.332,0.123,1,-17.65,1,0.0301,0.938,0.813,0.277,0.276,98.776,Harbor Lights
7112,Ray Anthony,Ray Anthony,2013,0.186,0.219,3,-10.943,1,0.0282,0.858,4.91E-06,0.484,0.325,71.011,At Last
7113,Ray Anthony,Ray Anthony,2013,0.514,0.267,5,-11.7,0,0.0301,0.929,0.00226,0.213,0.528,108.781,Nevertheless
7114,Ray Anthony,Ray Anthony,2013,0.409,0.587,1,-8.89,1,0.0739,0.796,0.0417,0.0981,0.827,159.358,Mr. Anthony's Boogie
7115,Ray Anthony,Ray Anthony,2013,0.572,0.225,5,-10.609,1,0.0331,0.874,0,0.101,0.629,101.778,Marilyn
7116,Ray Anthony,Ray Anthony,2013,0.407,0.178,0,-11.253,0,0.0305,0.903,0.357,0.127,0.233,77.974,Harlem Nocturne
7117,Ray Anthony,Ray Anthony,2013,0.576,0.608,7,-7.508,0,0.0511,0.822,0.0485,0.105,0.79,163.405,The Fox
7118,Ray Anthony,Ray Anthony,2013,0.55,0.252,5,-11.733,0,0.0373,0.96,0.784,0.081,0.374,137.637,Dancing in the Dark
7119,Ray Anthony,Ray Anthony,2013,0.475,0.229,5,-9.546,0,0.0318,0.875,0.641,0.33,0.186,93.395,Tuxedo Junction
7120,Ray Anthony,Ray Anthony,2013,0.486,0.463,10,-10.414,0,0.0843,0.867,0.453,0.0843,0.815,182.171,In the Mood
7121,Ray Anthony,Ray Anthony,2013,0.382,0.152,10,-13.344,1,0.04,0.967,0.000639,0.155,0.212,83.334,A Dreamer's Holiday
7122,Ray Anthony,Ray Anthony,2013,0.533,0.359,8,-10.323,1,0.0554,0.79,0.0132,0.13,0.797,175.885,Skycoach
7123,Ray Anthony,Ray Anthony,2012,0.517,0.611,7,-8.784,1,0.0322,0.926,0.868,0.113,0.643,98.078,The Honey Dripper - Remastered
7124,Ray Anthony,Ray Anthony,2012,0.653,0.284,1,-13.784,1,0.0365,0.99,0.832,0.278,0.48,122.707,Thunderbird - Remastered
7125,Ray Anthony,Ray Anthony,2012,0.286,0.198,7,-11.671,0,0.0284,0.94,0.872,0.0916,0.111,79.504,I Remember Harlem - Remastered
7126,Ray Anthony,Ray Anthony,2012,0.438,0.226,3,-13.006,1,0.0295,0.978,0.0362,0.0641,0.364,105.988,Strange - Remastered
7127,Ray Anthony,Ray Anthony,2012,0.234,0.208,5,-12.561,0,0.0329,0.986,0.843,0.193,0.213,85.416,"Medley: Londonderry Air, Torna A Sorrento , Adios - Remastered"
7128,Ray Anthony,Ray Anthony,2012,0.591,0.105,10,-13.62,1,0.0407,0.963,0.652,0.322,0.386,133.028,Lackawanna Local - Remastered
7129,Ray Anthony,Ray Anthony,2012,0.553,0.35,10,-11.687,1,0.033,0.913,0.443,0.0881,0.873,76.218,Dixie - Remastered
7130,Ray Anthony,Ray Anthony,2012,0.51,0.348,10,-11.78,1,0.0407,0.975,0.858,0.268,0.775,124.486,Bunny Hop - Remastered
7131,Ray Anthony,Ray Anthony,2012,0.643,0.466,5,-9.396,1,0.0258,0.892,0.381,0.432,0.802,98.433,The Fox - Remastered
7132,Ray Anthony,Ray Anthony,2012,0.323,0.214,3,-13.46,1,0.0359,0.992,0.846,0.319,0.253,106.818,The Young Man With A Horn - Remastered
7133,Ray Anthony,Ray Anthony,2012,0.253,0.165,0,-15.426,1,0.035,0.988,0.491,0.242,0.13,79.302,Your Eyes - Remastered
7134,Ray Anthony,Ray Anthony,2012,0.435,0.409,5,-11.804,1,0.0354,0.889,0.89,0.162,0.785,140.253,Carioca - Remastered
7135,Ray Anthony,Ray Anthony,2012,0.444,0.624,7,-10.362,0,0.0633,0.878,0.805,0.0727,0.468,172.447,Mr. Anthony&apos;s Mambo - Remastered
7136,Ray Anthony,Ray Anthony,2012,0.634,0.212,3,-15.045,1,0.0579,0.894,0.862,0.0998,0.787,146.234,Mambo Retardo - Remastered
7137,Ray Anthony,Ray Anthony,2012,0.515,0.349,7,-9.849,0,0.0501,0.847,0.78,0.0809,0.862,174.24,Midnight Alley - Remastered
7138,Ray Anthony,Ray Anthony,2012,0.258,0.167,5,-13.377,1,0.034,0.984,0.191,0.122,0.0611,114.656,How Do You Speak To An Angel? - Remastered
7139,Ray Anthony,Ray Anthony,2012,0.434,0.104,1,-15.52,1,0.0333,0.985,0.031,0.0894,0.167,78.558,Thirsty for Your Kisses - Remastered
7140,Ray Anthony,Ray Anthony,2012,0.321,0.183,3,-14.307,1,0.0321,0.982,0.713,0.176,0.155,80.219,My Street - Remastered
7141,Ray Anthony,Ray Anthony,2012,0.331,0.0955,8,-16.782,1,0.0354,0.99,0.163,0.127,0.0824,79.57,Ooh If You Knew - Remastered
7142,Ray Anthony,Ray Anthony,2012,0.554,0.389,3,-11.376,1,0.0327,0.93,0.534,0.0992,0.846,100.328,Perdido - Remastered
7143,Ray Anthony,Ray Anthony,2012,0.522,0.325,8,-10.558,1,0.0311,0.958,0.00394,0.0695,0.658,137.19,Margie - Remastered
7144,Ray Anthony,Ray Anthony,2012,0.402,0.575,8,-9.42,1,0.0389,0.899,0.622,0.204,0.793,144.214,For Dancers Only - Remastered
7145,Ray Anthony,Ray Anthony,2012,0.52,0.689,2,-9.265,0,0.0565,0.9,0.758,0.193,0.479,105.689,House Party Hop - Remastered
7146,Ray Anthony,Ray Anthony,2012,0.573,0.232,5,-12.571,1,0.0354,0.969,0.00127,0.207,0.676,126.121,"Little Peach From East Orange, New Jersey - Remastered"
7147,Ray Anthony,Ray Anthony,2012,0.407,0.431,1,-10.698,1,0.0452,0.874,0.953,0.727,0.924,178.077,Trumpet Boogie - Remastered
7148,Ray Anthony,Ray Anthony,2012,0.594,0.228,7,-15.255,1,0.0701,0.948,0.867,0.275,0.474,127.827,True Blue Lou - Remastered
7149,Ray Anthony,Ray Anthony,2012,0.226,0.227,2,-12.248,1,0.0319,0.955,0.534,0.221,0.13,99.624,Smoke Rings - Remastered
7150,Ray Anthony,Ray Anthony,2012,0.279,0.125,2,-17.007,0,0.0449,0.984,0.0852,0.36,0.175,81.539,Nice To Know You Care - Remastered
7151,Ray Anthony,Ray Anthony,2012,0.606,0.136,5,-14.502,0,0.0382,0.969,0.175,0.405,0.633,136.999,I&apos;m Gonna Paper All My Walls With Your Love Letters - Remastered
7152,Ray Anthony,Ray Anthony,2012,0.629,0.245,3,-14.34,1,0.0504,0.949,0.107,0.0991,0.589,136.954,Campus Rumpus - Remastered
7153,Ray Anthony,Ray Anthony,2012,0.277,0.386,7,-11.439,1,0.0566,0.917,0.703,0.0458,0.262,173.057,Slaughter On Tenth Avenue - Remastered
7154,Ray Anthony,Ray Anthony,2012,0.397,0.473,6,-10.045,1,0.032,0.929,0.823,0.122,0.688,82.694,Benson&apos;s Boogie - Remastered
7155,Ray Anthony,Ray Anthony,2012,0.22,0.102,5,-15.637,0,0.0342,0.987,0.195,0.158,0.0774,163.426,Have You Heard? - Remastered
7156,Ray Anthony,Ray Anthony,2012,0.278,0.226,3,-14.938,1,0.04,0.987,0.433,0.0748,0.0594,77.752,Leave It Love - Remastered
7157,Ray Anthony,Ray Anthony,2012,0.501,0.151,8,-13.173,1,0.0389,0.981,0.165,0.364,0.415,128.724,(Where Are You) Now That I Need You - Remastered
7158,Ray Anthony,Ray Anthony,2012,0.547,0.563,5,-10.551,1,0.05,0.851,0.0011,0.0728,0.774,138.442,The Man On The Beat - Remastered
7159,Ray Anthony,Ray Anthony,2012,0.552,0.619,10,-10.009,1,0.15,0.394,0.00838,0.286,0.799,136.839,Annie Laurie
7160,Ray Anthony,Ray Anthony,2012,0.606,0.273,10,-12.252,1,0.047,0.661,0.157,0.0422,0.692,129.802,Deep River
7161,Ray Anthony,Ray Anthony,2012,0.517,0.332,1,-11.808,1,0.0458,0.368,0.00541,0.228,0.627,151.008,"Reuben, Reuben"
7162,Ray Anthony,Ray Anthony,2012,0.594,0.254,5,-14.721,1,0.0349,0.523,2.22E-05,0.335,0.621,138.754,Camptown Races
7163,Ray Anthony,Ray Anthony,2012,0.576,0.568,3,-13.771,1,0.245,0.45,0.00676,0.229,0.389,119.233,Mocking Bird
7164,Ray Anthony,Ray Anthony,2012,0.621,0.311,10,-13.343,1,0.0877,0.55,0.112,0.333,0.65,100.826,Blue Bells Of Scotland
7165,Ray Anthony,Ray Anthony,2012,0.642,0.374,5,-13.525,1,0.0988,0.544,0.0107,0.0429,0.685,107.93,Kerry Dance
7166,Ray Anthony,Ray Anthony,2012,0.742,0.364,1,-11.538,1,0.0482,0.556,1.08E-06,0.305,0.831,125.659,Dry Bones
7167,Ray Anthony,Ray Anthony,2012,0.483,0.362,8,-11.916,1,0.0488,0.56,0.000648,0.29,0.433,137.075,Comin' Thru The Rye
7168,Ray Anthony,Ray Anthony,2012,0.633,0.329,10,-12.8,1,0.0479,0.532,0.000129,0.303,0.793,74.42,American Patrol
7169,Ray Anthony,Ray Anthony,2012,0.498,0.244,1,-13.633,1,0.0365,0.515,0.000215,0.259,0.603,122.959,Swing Low
7170,Ray Anthony,Ray Anthony,2012,0.639,0.535,3,-12.366,1,0.15,0.598,6.45E-05,0.0717,0.824,126.082,Chop Sticks
7171,Ray Anthony,Ray Anthony,2012,0.272,0.14,10,-18.724,1,0.0311,0.945,0.842,0.0825,0.334,78.69,Worried Mind
7172,Ray Anthony,Ray Anthony,2012,0.328,0.233,10,-16.092,1,0.0314,0.939,0.731,0.167,0.426,108.7,Weary Blues From Waitin'
7173,Ray Anthony,Ray Anthony,2012,0.389,0.276,2,-13.397,1,0.0298,0.816,0.233,0.308,0.557,82.889,I Can't Stop Loving You
7174,Ray Anthony,Ray Anthony,2012,0.413,0.158,8,-16.945,1,0.0308,0.86,0.726,0.352,0.3,74.932,Your Cheatin' Heart
7175,Ray Anthony,Ray Anthony,2012,0.333,0.12,0,-18.099,1,0.0313,0.914,0.65,0.276,0.385,75.149,Born To Lose
7176,Ray Anthony,Ray Anthony,2012,0.334,0.149,10,-17.849,1,0.0308,0.941,0.475,0.258,0.351,83.418,Too Late To Worry - Too Late To Cry
7177,Ray Anthony,Ray Anthony,2012,0.408,0.226,0,-15.689,1,0.0341,0.821,0.408,0.139,0.644,110.815,You Nearly Lose Your Mind
7178,Ray Anthony,Ray Anthony,2012,0.402,0.221,3,-15.845,1,0.0295,0.939,0.711,0.103,0.536,88.162,Oh Careless Love
7179,Ray Anthony,Ray Anthony,2012,0.31,0.219,2,-15.219,1,0.0303,0.616,0.407,0.435,0.525,84.653,Half As Much
7180,Ray Anthony,Ray Anthony,2012,0.367,0.184,5,-17.732,1,0.0301,0.94,0.168,0.173,0.503,85.993,It Makes No Difference Now
7181,Ray Anthony,Ray Anthony,2012,0.241,0.174,2,-19.783,1,0.0331,0.871,0.835,0.499,0.247,80.869,Release Me
7182,Ray Anthony,Ray Anthony,2012,0.253,0.173,8,-18.432,1,0.0312,0.722,0.11,0.0787,0.331,140.313,Walking The Floor Over You
7183,Ray Anthony,Ray Anthony,2011,0.883,0.208,8,-14.677,1,0.126,0.881,0,0.0946,0.752,126.902,The Hokey Pokey
7184,Ray Anthony,Ray Anthony,2011,0.57,0.743,7,-6.86,0,0.0307,0.359,0.259,0.31,0.905,118.764,"The ""Peter Gunn Theme"""
7185,Ray Anthony,Ray Anthony,2011,0.585,0.626,0,-13.143,0,0.125,0.768,0.883,0.117,0.358,97.462,Dragnet
7186,Ray Anthony,Ray Anthony,2011,0.642,0.426,3,-8.202,0,0.0437,0.809,4.86E-05,0.186,0.727,127.467,The Bunny Hop
7187,Ray Anthony,Ray Anthony,2011,0.249,0.279,7,-9.076,1,0.0282,0.824,0.135,0.27,0.179,86.717,Sentimental Me
7188,Ray Anthony,Ray Anthony,2011,0.59,0.297,7,-11.007,0,0.0305,0.833,0.451,0.0852,0.603,135.87,Moonglow
7189,Ray Anthony,Ray Anthony,2011,0.463,0.318,5,-11.325,1,0.0285,0.878,0.922,0.0789,0.396,147.584,That Old Feeling
7190,Ray Anthony,Ray Anthony,2011,0.296,0.275,10,-8.803,1,0.0282,0.957,0.707,0.135,0.242,76.095,Oh What It Seemed To Be
7191,Ray Anthony,Ray Anthony,2011,0.207,0.292,10,-8.137,1,0.0352,0.95,0.839,0.162,0.215,169.87,The Things I Love
7192,Ray Anthony,Ray Anthony,2011,0.291,0.298,1,-9.981,0,0.0289,0.905,0.00023,0.125,0.194,87.22,Melody Of Love
7193,Ray Anthony,Ray Anthony,2011,0.388,0.302,9,-9.753,1,0.0475,0.803,0.564,0.0676,0.205,122.952,Slaughter On Tenth Avenue (Parts 1 & 2)
7194,Ray Anthony,Ray Anthony,2011,0.265,0.227,3,-9.234,1,0.0307,0.961,0.338,0.129,0.272,83.993,Please Mr. Sun
7195,Ray Anthony,Ray Anthony,2011,0.212,0.321,5,-9.316,1,0.0323,0.877,0.149,0.162,0.24,76.01,Everything I Have Is Yours
7196,Ray Anthony,Ray Anthony,2011,0.474,0.473,7,-10.76,1,0.0411,0.811,0.743,0.208,0.856,140.011,Delicado
7197,Ray Anthony,Ray Anthony,2011,0.244,0.316,3,-8.088,1,0.0288,0.884,0.724,0.178,0.276,144.987,Many Faces
7198,Ray Anthony,Ray Anthony,2011,0.634,0.317,8,-10.589,1,0.0324,0.903,0.0197,0.114,0.709,70.742,Dinah
7199,Ray Anthony,Ray Anthony,2011,0.193,0.299,0,-9.728,1,0.0308,0.922,0.475,0.0936,0.174,175.851,No Other Love
7200,Ray Anthony,Ray Anthony,2011,0.524,0.332,10,-11.523,1,0.0333,0.844,0.644,0.0407,0.691,144.215,Young Ideas
7201,Ray Anthony,Ray Anthony,2011,0.249,0.38,10,-7.369,1,0.0309,0.907,0.434,0.202,0.314,75.277,In Time
7202,Ray Anthony,Ray Anthony,2011,0.56,0.273,10,-12.5,1,0.0293,0.749,0.641,0.0761,0.57,143.508,Just One Of Those Things
7203,Ray Anthony,Ray Anthony,2011,0.471,0.337,5,-8.528,0,0.0278,0.901,0.00264,0.366,0.657,108.501,Nevertheless I'm In Love With You
7204,Ray Anthony,Ray Anthony,2011,0.673,0.322,8,-10.749,1,0.039,0.896,0.148,0.0552,0.885,136.141,My Blue Heaven
7205,Ray Anthony,Ray Anthony,2011,0.558,0.291,5,-10.314,0,0.0279,0.857,0.82,0.0791,0.541,71.51,Why Do I Love You
7206,Ray Anthony,Ray Anthony,2011,0.459,0.421,8,-9.48,1,0.0379,0.795,0.224,0.112,0.656,135.059,What Is Thing Called Love'
7207,Ray Anthony,Ray Anthony,2011,0.407,0.0641,9,-21.825,1,0.0306,0.878,0.884,0.144,0.154,68.999,Dreamsville
7208,Ray Anthony,Ray Anthony,2011,0.321,0.225,0,-11.643,1,0.0336,0.968,4.16E-05,0.0665,0.42,81.492,I'm Yours
7209,Ray Anthony,Ray Anthony,2011,0.612,0.48,3,-9.619,1,0.0752,0.879,0.18,0.0408,0.961,130.604,Perdido
7210,Ray Anthony,Ray Anthony,2011,0.372,0.699,1,-6.216,1,0.0552,0.693,0.0171,0.344,0.817,160.888,Mr. Anthony's Boogie
7211,Ray Anthony,Ray Anthony,2011,0.39,0.13,8,-14.34,1,0.035,0.989,0,0.0862,0.434,116.875,I'll Walk Alone
7212,Ray Anthony,Ray Anthony,2011,0.228,0.318,7,-9.799,1,0.03,0.959,0.417,0.153,0.249,77.967,Goodnight Waltz
7213,Ray Anthony,Ray Anthony,2011,0.507,0.202,3,-11.953,1,0.0343,0.928,0.00226,0.0874,0.474,97.075,I Let A Song Go Out Of My Heart
7214,Ray Anthony,Ray Anthony,2011,0.456,0.301,3,-13.617,1,0.0298,0.424,0.429,0.106,0.527,140.265,Lonely Night In Paris
7215,Ray Anthony,Ray Anthony,2011,0.571,0.245,0,-12.76,0,0.0325,0.916,0.258,0.102,0.728,142.288,True Blue Lou
7216,Ray Anthony,Ray Anthony,2011,0.457,0.373,10,-10.439,1,0.032,0.781,0.747,0.0889,0.565,142.124,I Love You
7217,Ray Anthony,Ray Anthony,2011,0.552,0.274,1,-11.803,1,0.031,0.898,0.594,0.0848,0.701,140.316,Dancing On The Ceiling
7218,Ray Anthony,Ray Anthony,2011,0.772,0.471,0,-12.043,1,0.0534,0.769,0.566,0.0458,0.828,130.33,Rock-Umba
7219,Ray Anthony,Ray Anthony,2011,0.379,0.156,7,-11.471,1,0.0275,0.956,4.25E-06,0.579,0.409,83.496,The Wheel Of Fortune
7220,Ray Anthony,Ray Anthony,2011,0.34,0.323,7,-9.072,0,0.0285,0.967,0.358,0.198,0.27,34.6,Careless
7221,Ray Anthony,Ray Anthony,2011,0.401,0.196,5,-12.619,0,0.0317,0.96,0.000452,0.279,0.244,72.896,You're Driving Me Crazy
7222,Ray Anthony,Ray Anthony,2011,0.29,0.177,10,-14.383,1,0.0293,0.908,0.899,0.133,0.348,77.042,Worried Mind
7223,Ray Anthony,Ray Anthony,2011,0.593,0.337,10,-11.973,1,0.0286,0.788,0.808,0.0507,0.738,139.37,Wrap Your Troubles In Dreams
7224,Ray Anthony,Ray Anthony,2011,0.524,0.357,7,-12.119,0,0.054,0.845,0.00679,0.0731,0.945,171.235,Moonlight Saving Time
7225,Ray Anthony,Ray Anthony,2011,0.605,0.474,7,-11.656,0,0.116,0.862,0.555,0.0586,0.828,112.645,Houseparty Hop
7226,Ray Anthony,Ray Anthony,2011,0.357,0.272,10,-8.343,1,0.0311,0.852,0.922,0.253,0.407,109.498,O Mein Papa
7227,Ray Anthony,Ray Anthony,2011,0.442,0.291,3,-9.858,1,0.026,0.938,0.761,0.304,0.41,90.739,Sentimental Journey
7228,Ray Anthony,Ray Anthony,2011,0.671,0.311,5,-15.016,0,0.0391,0.811,0.228,0.119,0.68,113.759,South Dakota
7229,Ray Anthony,Ray Anthony,2011,0.555,0.321,1,-9.8,1,0.0406,0.899,0.0516,0.077,0.559,125.953,Cook's Tour
7230,Ray Anthony,Ray Anthony,2011,0.528,0.545,8,-11.734,1,0.0348,0.735,0.183,0.156,0.828,147.681,Bunny Ho Rock
7231,Ray Anthony,Ray Anthony,2011,0.393,0.233,3,-12.446,0,0.0373,0.913,0.000359,0.129,0.482,163.03,Bermuda
7232,Ray Anthony,Ray Anthony,2011,0.624,0.288,5,-9.886,1,0.0297,0.817,0.781,0.0691,0.824,142.116,Button Up Your Overcoat
7233,Ray Anthony,Ray Anthony,2011,0.482,0.24,10,-13.902,1,0.0334,0.639,0.000105,0.357,0.424,130.707,Swanee River
7234,Ray Anthony,Ray Anthony,2011,0.286,0.307,0,-8.254,1,0.0305,0.896,0.23,0.216,0.211,56.683,If I Ever Love Again
7235,Ray Anthony,Ray Anthony,2011,0.283,0.225,2,-14.839,0,0.0283,0.93,0.00164,0.377,0.166,105.135,Autumn Leaves
7236,Ray Anthony,Ray Anthony,2011,0.446,0.228,5,-10.958,0,0.0291,0.884,0.748,0.0627,0.684,145.268,I Get A Kick Out Of You
7237,Ray Anthony,Ray Anthony,2011,0.487,0.332,5,-10.737,1,0.0475,0.88,0,0.343,0.749,149.175,Lullaby Of Brodway
7238,Ray Anthony,Ray Anthony,2011,0.254,0.253,10,-8.509,1,0.0287,0.918,0.0873,0.261,0.0979,135.149,With You In Mind
7239,Ray Anthony,Ray Anthony,2011,0.602,0.414,10,-11.905,1,0.0513,0.896,0.177,0.124,0.715,138.793,Cello-Phane
7240,Ray Anthony,Ray Anthony,2011,0.567,0.204,5,-11.462,1,0.0339,0.854,0,0.108,0.576,101.772,Marilyn
7241,Ray Anthony,Ray Anthony,2011,0.517,0.283,2,-13.537,0,0.0342,0.6,0.218,0.0597,0.609,114.218,Why Should I Worry
7242,Ray Anthony,Ray Anthony,2011,0.392,0.164,3,-13.266,1,0.0389,0.97,0.000302,0.109,0.405,81.757,As Time Goes By
7243,Ray Anthony,Ray Anthony,2011,0.561,0.354,8,-11.298,1,0.0306,0.631,0.699,0.191,0.481,139.042,You Turned The Tables On Me
7244,Ray Anthony,Ray Anthony,2011,0.397,0.175,3,-12.702,1,0.0465,0.955,0.00016,0.132,0.522,82.707,Blue Moon
7245,Ray Anthony,Ray Anthony,2011,0.528,0.52,7,-9.874,1,0.0372,0.777,0.972,0.334,0.953,56.382,The Lonely Trumpet
7246,Ray Anthony,Ray Anthony,2011,0.435,0.379,2,-12.021,1,0.0302,0.681,0.858,0.203,0.612,150.281,Nice Work If You Can Get It
7247,Ray Anthony,Ray Anthony,2011,0.577,0.346,10,-13.847,1,0.035,0.739,0.00218,0.115,0.3,118.854,Roll 'em Around
7248,Ray Anthony,Ray Anthony,2011,0.467,0.319,3,-10.682,1,0.0284,0.858,0.65,0.118,0.582,107.401,Stockholm Blues
7249,Ray Anthony,Ray Anthony,2011,0.496,0.411,3,-9.588,1,0.0314,0.873,0.368,0.12,0.898,147.512,For Dancers Only
7250,Ray Anthony,Ray Anthony,2011,0.676,0.539,5,-13.022,0,0.0326,0.337,0.82,0.0726,0.583,130.456,Walkin' To Mother's
7251,Ray Anthony,Ray Anthony,2011,0.346,0.287,3,-8.209,1,0.0276,0.8,4.83E-06,0.451,0.375,75.153,At Last
7252,Ray Anthony,Ray Anthony,2011,0.403,0.453,8,-11.272,1,0.0429,0.8,0.492,0.0759,0.905,185.423,"Fly Now, Pay Later"
7253,Ray Anthony,Ray Anthony,2011,0.619,0.394,10,-14.417,1,0.0456,0.336,0.81,0.107,0.439,121.899,707
7254,Ray Anthony,Ray Anthony,2011,0.319,0.339,8,-9.583,1,0.0332,0.945,0.81,0.133,0.133,69.674,Love Is Here To Stay
7255,Ray Anthony,Ray Anthony,2011,0.594,0.381,8,-13.917,1,0.102,0.102,0.0653,0.112,0.541,76.923,Wrong Number
7256,Ray Anthony,Ray Anthony,2011,0.547,0.399,1,-12.793,1,0.0297,0.724,0.0593,0.0964,0.609,110.987,Kukie Bird
7257,Ray Anthony,Ray Anthony,2011,0.378,0.182,7,-11.34,1,0.0313,0.901,0.00405,0.112,0.322,80.383,Count Every Star
7258,Ray Anthony,Ray Anthony,2011,0.352,0.462,5,-12.093,0,0.0606,0.756,0.00678,0.0571,0.61,163.632,Dark Eyes
7259,Ray Anthony,Ray Anthony,2011,0.584,0.407,0,-9.145,1,0.0353,0.824,0.473,0.215,0.599,99.367,The Honeydripper
7260,Ray Anthony,Ray Anthony,2011,0.294,0.361,7,-14.908,1,0.0442,0.462,0.426,0.207,0.487,176.173,Fall Out
7261,Ray Anthony,Ray Anthony,2011,0.512,0.418,9,-12.909,1,0.0565,0.622,0.191,0.0308,0.384,115.253,Room 43
7262,Ray Anthony,Ray Anthony,2011,0.288,0.106,1,-18.597,1,0.0313,0.929,0.716,0.281,0.317,99.271,Harbor Lights
7263,Ray Anthony,Ray Anthony,2011,0.516,0.356,7,-12.676,0,0.0275,0.806,0.38,0.115,0.81,150.162,You Gotta Get Lucky Sometime
7264,Ray Anthony,Ray Anthony,2011,0.702,0.241,10,-15.015,0,0.0359,0.711,0.0619,0.0761,0.478,118.397,Why Don't You Want To Come Home
7265,Ray Anthony,Ray Anthony,2011,0.384,0.127,7,-14.087,0,0.0291,0.902,6.19E-05,0.175,0.35,84.868,Can Anyone Explain No No No
7266,Ray Anthony,Ray Anthony,2011,0.53,0.332,0,-12.233,0,0.0288,0.792,0.894,0.314,0.802,143.728,Coquette
